District,Date,Rainfall_1Day,Rainfall_3Day,Rainfall_7Day,Rainfall_7Day_Avg
Mayiladuthurai,2022-02-21,0.0,0.5,1.4,0.2
Mayiladuthurai,2022-02-22,0.0,0.0,1.3,0.19
Mayiladuthurai,2022-02-23,0.0,0.0,1.3,0.19
Mayiladuthurai,2022-02-24,0.2,0.2,1.5,0.21
Mayiladuthurai,2022-02-25,0.0,0.2,0.7,0.1
Mayiladuthurai,2022-02-26,0.6,0.8,0.8,0.11
Mayiladuthurai,2022-02-27,0.5,1.1,1.3,0.19
Mayiladuthurai,2022-02-28,0.0,1.1,1.3,0.19
Mayiladuthurai,2022-03-01,0.0,0.5,1.3,0.19
Mayiladuthurai,2022-03-02,0.0,0.0,1.3,0.19
Mayiladuthurai,2022-03-03,0.0,0.0,1.1,0.16
Mayiladuthurai,2022-03-04,0.8,0.8,1.9,0.27
Mayiladuthurai,2022-03-05,0.1,0.9,1.4,0.2
Mayiladuthurai,2022-03-06,2.5,3.4,3.4,0.49
Mayiladuthurai,2022-03-07,17.2,19.8,20.6,2.94
Mayiladuthurai,2022-03-08,0.0,19.7,20.6,2.94
Mayiladuthurai,2022-03-09,0.0,17.2,20.6,2.94
Mayiladuthurai,2022-03-10,0.0,0.0,20.6,2.94
Mayiladuthurai,2022-03-11,0.0,0.0,19.8,2.83
Mayiladuthurai,2022-03-12,0.0,0.0,19.7,2.81
Mayiladuthurai,2022-03-13,0.0,0.0,17.2,2.46
Mayiladuthurai,2022-03-14,0.0,0.0,0.0,0.0
Mayiladuthurai,2022-03-15,0.0,0.0,0.0,0.0
Mayiladuthurai,2022-03-16,0.0,0.0,0.0,0.0
Mayiladuthurai,2022-03-17,0.0,0.0,0.0,0.0
Mayiladuthurai,2022-03-18,0.0,0.0,0.0,0.0
Mayiladuthurai,2022-03-19,0.3,0.3,0.3,0.04
Mayiladuthurai,2022-03-20,0.0,0.3,0.3,0.04
Mayiladuthurai,2022-03-21,0.7,1.0,1.0,0.14
Mayiladuthurai,2022-03-22,2.8,3.5,3.8,0.54
Mayiladuthurai,2022-03-23,0.7,4.2,4.5,0.64
Mayiladuthurai,2022-03-24,3.1,6.6,7.6,1.09
Mayiladuthurai,2022-03-25,2.8,6.6,10.4,1.49
Mayiladuthurai,2022-03-26,1.2,7.1,11.3,1.61
Mayiladuthurai,2022-03-27,0.1,4.1,11.4,1.63
Mayiladuthurai,2022-03-28,0.2,1.5,10.9,1.56
Mayiladuthurai,2022-03-29,0.3,0.6,8.4,1.2
Mayiladuthurai,2022-03-30,0.0,0.5,7.7,1.1
Mayiladuthurai,2022-03-31,0.0,0.3,4.6,0.66
Mayiladuthurai,2022-04-01,0.7,0.7,2.5,0.36
Mayiladuthurai,2022-04-02,0.0,0.7,1.3,0.19
Mayiladuthurai,2022-04-03,0.9,1.6,2.1,0.3
Mayiladuthurai,2022-04-04,0.1,1.0,2.0,0.29
Mayiladuthurai,2022-04-05,1.1,2.1,2.8,0.4
Mayiladuthurai,2022-04-06,0.2,1.4,3.0,0.43
Mayiladuthurai,2022-04-07,0.0,1.3,3.0,0.43
Mayiladuthurai,2022-04-08,0.8,1.0,3.1,0.44
Mayiladuthurai,2022-04-09,3.0,3.8,6.1,0.87
Mayiladuthurai,2022-04-10,6.8,10.6,12.0,1.71
Mayiladuthurai,2022-04-11,15.9,25.7,27.8,3.97
Mayiladuthurai,2022-04-12,4.1,26.8,30.8,4.4
Mayiladuthurai,2022-04-13,5.1,25.1,35.7,5.1
Mayiladuthurai,2022-04-14,0.5,9.7,36.2,5.17
Mayiladuthurai,2022-04-15,0.3,5.9,35.7,5.1
Mayiladuthurai,2022-04-16,0.3,1.1,33.0,4.71
Mayiladuthurai,2022-04-17,0.5,1.1,26.7,3.81
Mayiladuthurai,2022-04-18,1.6,2.4,12.4,1.77
Mayiladuthurai,2022-04-19,0.7,2.8,9.0,1.29
Mayiladuthurai,2022-04-20,0.1,2.4,4.0,0.57
Mayiladuthurai,2022-04-21,0.0,0.8,3.5,0.5
Mayiladuthurai,2022-04-22,1.8,1.9,5.0,0.71
Mayiladuthurai,2022-04-23,0.8,2.6,5.5,0.79
Mayiladuthurai,2022-04-24,0.0,2.6,5.0,0.71
Mayiladuthurai,2022-04-25,0.0,0.8,3.4,0.49
Mayiladuthurai,2022-04-26,0.0,0.0,2.7,0.39
Mayiladuthurai,2022-04-27,0.0,0.0,2.6,0.37
Mayiladuthurai,2022-04-28,0.1,0.1,2.7,0.39
Mayiladuthurai,2022-04-29,0.0,0.1,0.9,0.13
Mayiladuthurai,2022-04-30,0.0,0.1,0.1,0.01
Mayiladuthurai,2022-05-01,0.0,0.0,0.1,0.01
Mayiladuthurai,2022-05-02,0.0,0.0,0.1,0.01
Mayiladuthurai,2022-05-03,0.4,0.4,0.5,0.07
Mayiladuthurai,2022-05-04,0.6,1.0,1.1,0.16
Mayiladuthurai,2022-05-05,0.5,1.5,1.5,0.21
Mayiladuthurai,2022-05-06,0.5,1.6,2.0,0.29
Mayiladuthurai,2022-05-07,0.2,1.2,2.2,0.31
Mayiladuthurai,2022-05-08,0.0,0.7,2.2,0.31
Mayiladuthurai,2022-05-09,0.9,1.1,3.1,0.44
Mayiladuthurai,2022-05-10,1.0,1.9,3.7,0.53
Mayiladuthurai,2022-05-11,0.0,1.9,3.1,0.44
Mayiladuthurai,2022-05-12,0.6,1.6,3.2,0.46
Mayiladuthurai,2022-05-13,1.6,2.2,4.3,0.61
Mayiladuthurai,2022-05-14,12.6,14.8,16.7,2.39
Mayiladuthurai,2022-05-15,12.2,26.4,28.9,4.13
Mayiladuthurai,2022-05-16,11.9,36.7,39.9,5.7
Mayiladuthurai,2022-05-17,0.5,24.6,39.4,5.63
Mayiladuthurai,2022-05-18,0.7,13.1,40.1,5.73
Mayiladuthurai,2022-05-19,2.2,3.4,41.7,5.96
Mayiladuthurai,2022-05-20,0.4,3.3,40.5,5.79
Mayiladuthurai,2022-05-21,12.2,14.8,40.1,5.73
Mayiladuthurai,2022-05-22,0.3,12.9,28.2,4.03
Mayiladuthurai,2022-05-23,0.4,12.9,16.7,2.39
Mayiladuthurai,2022-05-24,0.0,0.7,16.2,2.31
Mayiladuthurai,2022-05-25,0.0,0.4,15.5,2.21
Mayiladuthurai,2022-05-26,0.2,0.2,13.5,1.93
Mayiladuthurai,2022-05-27,4.8,5.0,17.9,2.56
Mayiladuthurai,2022-05-28,0.1,5.1,5.8,0.83
Mayiladuthurai,2022-05-29,0.2,5.1,5.7,0.81
Mayiladuthurai,2022-05-30,0.1,0.4,5.4,0.77
Mayiladuthurai,2022-05-31,0.0,0.3,5.4,0.77
Mayiladuthurai,2022-06-01,0.0,0.1,5.4,0.77
Mayiladuthurai,2022-06-02,0.0,0.0,5.2,0.74
Mayiladuthurai,2022-06-03,0.0,0.0,0.4,0.06
Mayiladuthurai,2022-06-04,0.0,0.0,0.3,0.04
Mayiladuthurai,2022-06-05,1.6,1.6,1.7,0.24
Mayiladuthurai,2022-06-06,5.6,7.2,7.2,1.03
Mayiladuthurai,2022-06-07,0.1,7.3,7.3,1.04
Mayiladuthurai,2022-06-08,0.0,5.7,7.3,1.04
Mayiladuthurai,2022-06-09,0.0,0.1,7.3,1.04
Mayiladuthurai,2022-06-10,0.1,0.1,7.4,1.06
Mayiladuthurai,2022-06-11,2.0,2.1,9.4,1.34
Mayiladuthurai,2022-06-12,0.6,2.7,8.4,1.2
Mayiladuthurai,2022-06-13,0.0,2.6,2.8,0.4
Mayiladuthurai,2022-06-14,1.3,1.9,4.0,0.57
Mayiladuthurai,2022-06-15,9.9,11.2,13.9,1.99
Mayiladuthurai,2022-06-16,20.1,31.3,34.0,4.86
Mayiladuthurai,2022-06-17,1.0,31.0,34.9,4.99
Mayiladuthurai,2022-06-18,0.1,21.2,33.0,4.71
Mayiladuthurai,2022-06-19,19.0,20.1,51.4,7.34
Mayiladuthurai,2022-06-20,1.2,20.3,52.6,7.51
Mayiladuthurai,2022-06-21,0.8,21.0,52.1,7.44
Mayiladuthurai,2022-06-22,1.2,3.2,43.4,6.2
Mayiladuthurai,2022-06-23,0.2,2.2,23.5,3.36
Mayiladuthurai,2022-06-24,9.4,10.8,31.9,4.56
Mayiladuthurai,2022-06-25,0.4,10.0,32.2,4.6
Mayiladuthurai,2022-06-26,1.1,10.9,14.3,2.04
Mayiladuthurai,2022-06-27,0.0,1.5,13.1,1.87
Mayiladuthurai,2022-06-28,1.3,2.4,13.6,1.94
Mayiladuthurai,2022-06-29,0.8,2.1,13.2,1.89
Mayiladuthurai,2022-06-30,2.7,4.8,15.7,2.24
Mayiladuthurai,2022-07-01,2.6,6.1,8.9,1.27
Mayiladuthurai,2022-07-02,1.4,6.7,9.9,1.41
Mayiladuthurai,2022-07-03,13.5,17.5,22.3,3.19
Mayiladuthurai,2022-07-04,0.0,14.9,22.3,3.19
Mayiladuthurai,2022-07-05,0.2,13.7,21.2,3.03
Mayiladuthurai,2022-07-06,0.0,0.2,20.4,2.91
Mayiladuthurai,2022-07-07,0.0,0.2,17.7,2.53
Mayiladuthurai,2022-07-08,0.0,0.0,15.1,2.16
Mayiladuthurai,2022-07-09,0.2,0.2,13.9,1.99
Mayiladuthurai,2022-07-10,2.5,2.7,2.9,0.41
Mayiladuthurai,2022-07-11,0.5,3.2,3.4,0.49
Mayiladuthurai,2022-07-12,0.0,3.0,3.2,0.46
Mayiladuthurai,2022-07-13,0.1,0.6,3.3,0.47
Mayiladuthurai,2022-07-14,0.5,0.6,3.8,0.54
Mayiladuthurai,2022-07-15,0.2,0.8,4.0,0.57
Mayiladuthurai,2022-07-16,0.6,1.3,4.4,0.63
Mayiladuthurai,2022-07-17,1.8,2.6,3.7,0.53
Mayiladuthurai,2022-07-18,4.7,7.1,7.9,1.13
Mayiladuthurai,2022-07-19,0.6,7.1,8.5,1.21
Mayiladuthurai,2022-07-20,0.7,6.0,9.1,1.3
Mayiladuthurai,2022-07-21,18.5,19.8,27.1,3.87
Mayiladuthurai,2022-07-22,1.8,21.0,28.7,4.1
Mayiladuthurai,2022-07-23,18.6,38.9,46.7,6.67
Mayiladuthurai,2022-07-24,1.2,21.6,46.1,6.59
Mayiladuthurai,2022-07-25,1.9,21.7,43.3,6.19
Mayiladuthurai,2022-07-26,10.0,13.1,52.7,7.53
Mayiladuthurai,2022-07-27,10.3,22.2,62.3,8.9
Mayiladuthurai,2022-07-28,0.9,21.2,44.7,6.39
Mayiladuthurai,2022-07-29,3.5,14.7,46.4,6.63
Mayiladuthurai,2022-07-30,0.5,4.9,28.3,4.04
Mayiladuthurai,2022-07-31,1.5,5.5,28.6,4.09
Mayiladuthurai,2022-08-01,7.7,9.7,34.4,4.91
Mayiladuthurai,2022-08-02,6.5,15.7,30.9,4.41
Mayiladuthurai,2022-08-03,1.2,15.4,21.8,3.11
Mayiladuthurai,2022-08-04,11.0,18.7,31.9,4.56
Mayiladuthurai,2022-08-05,1.5,13.7,29.9,4.27
Mayiladuthurai,2022-08-06,0.9,13.4,30.3,4.33
Mayiladuthurai,2022-08-07,0.6,3.0,29.4,4.2
Mayiladuthurai,2022-08-08,0.1,1.6,21.8,3.11
Mayiladuthurai,2022-08-09,0.0,0.7,15.3,2.19
Mayiladuthurai,2022-08-10,0.0,0.1,14.1,2.01
Mayiladuthurai,2022-08-11,0.0,0.0,3.1,0.44
Mayiladuthurai,2022-08-12,0.1,0.1,1.7,0.24
Mayiladuthurai,2022-08-13,0.2,0.3,1.0,0.14
Mayiladuthurai,2022-08-14,0.0,0.3,0.4,0.06
Mayiladuthurai,2022-08-15,0.1,0.3,0.4,0.06
Mayiladuthurai,2022-08-16,2.1,2.2,2.5,0.36
Mayiladuthurai,2022-08-17,0.8,3.0,3.3,0.47
Mayiladuthurai,2022-08-18,12.9,15.8,16.2,2.31
Mayiladuthurai,2022-08-19,14.7,28.4,30.8,4.4
Mayiladuthurai,2022-08-20,0.0,27.6,30.6,4.37
Mayiladuthurai,2022-08-21,0.3,15.0,30.9,4.41
Mayiladuthurai,2022-08-22,7.2,7.5,38.0,5.43
Mayiladuthurai,2022-08-23,10.1,17.6,46.0,6.57
Mayiladuthurai,2022-08-24,3.6,20.9,48.8,6.97
Mayiladuthurai,2022-08-25,9.5,23.2,45.4,6.49
Mayiladuthurai,2022-08-26,13.3,26.4,44.0,6.29
Mayiladuthurai,2022-08-27,4.1,26.9,48.1,6.87
Mayiladuthurai,2022-08-28,5.7,23.1,53.5,7.64
Mayiladuthurai,2022-08-29,5.7,15.5,52.0,7.43
Mayiladuthurai,2022-08-30,0.7,12.1,42.6,6.09
Mayiladuthurai,2022-08-31,15.4,21.8,54.4,7.77
Mayiladuthurai,2022-09-01,19.7,35.8,64.6,9.23
Mayiladuthurai,2022-09-02,1.8,36.9,53.1,7.59
Mayiladuthurai,2022-09-03,1.6,23.1,50.6,7.23
Mayiladuthurai,2022-09-04,3.2,6.6,48.1,6.87
Mayiladuthurai,2022-09-05,6.0,10.8,48.4,6.91
Mayiladuthurai,2022-09-06,3.1,12.3,50.8,7.26
Mayiladuthurai,2022-09-07,0.5,9.6,35.9,5.13
Mayiladuthurai,2022-09-08,0.6,4.2,16.8,2.4
Mayiladuthurai,2022-09-09,0.7,1.8,15.7,2.24
Mayiladuthurai,2022-09-10,0.0,1.3,14.1,2.01
Mayiladuthurai,2022-09-11,0.3,1.0,11.2,1.6
Mayiladuthurai,2022-09-12,0.0,0.3,5.2,0.74
Mayiladuthurai,2022-09-13,0.2,0.5,2.3,0.33
Mayiladuthurai,2022-09-14,1.4,1.6,3.2,0.46
Mayiladuthurai,2022-09-15,0.0,1.6,2.6,0.37
Mayiladuthurai,2022-09-16,0.2,1.6,2.1,0.3
Mayiladuthurai,2022-09-17,0.0,0.2,2.1,0.3
Mayiladuthurai,2022-09-18,0.5,0.7,2.3,0.33
Mayiladuthurai,2022-09-19,0.0,0.5,2.3,0.33
Mayiladuthurai,2022-09-20,0.2,0.7,2.3,0.33
Mayiladuthurai,2022-09-21,0.0,0.2,0.9,0.13
Mayiladuthurai,2022-09-22,0.1,0.3,1.0,0.14
Mayiladuthurai,2022-09-23,0.1,0.2,0.9,0.13
Mayiladuthurai,2022-09-24,0.8,1.0,1.7,0.24
Mayiladuthurai,2022-09-25,0.6,1.5,1.8,0.26
Mayiladuthurai,2022-09-26,9.7,11.1,11.5,1.64
Mayiladuthurai,2022-09-27,2.3,12.6,13.6,1.94
Mayiladuthurai,2022-09-28,3.5,15.5,17.1,2.44
Mayiladuthurai,2022-09-29,1.0,6.8,18.0,2.57
Mayiladuthurai,2022-09-30,0.0,4.5,17.9,2.56
Mayiladuthurai,2022-10-01,6.2,7.2,23.3,3.33
Mayiladuthurai,2022-10-02,1.5,7.7,24.2,3.46
Mayiladuthurai,2022-10-03,0.2,7.9,14.7,2.1
Mayiladuthurai,2022-10-04,0.0,1.7,12.4,1.77
Mayiladuthurai,2022-10-05,0.0,0.2,8.9,1.27
Mayiladuthurai,2022-10-06,11.2,11.2,19.1,2.73
Mayiladuthurai,2022-10-07,1.0,12.2,20.1,2.87
Mayiladuthurai,2022-10-08,15.4,27.6,29.3,4.19
Mayiladuthurai,2022-10-09,20.8,37.2,48.6,6.94
Mayiladuthurai,2022-10-10,5.9,42.1,54.3,7.76
Mayiladuthurai,2022-10-11,4.6,31.3,58.9,8.41
Mayiladuthurai,2022-10-12,4.4,14.9,63.3,9.04
Mayiladuthurai,2022-10-13,4.3,13.3,56.4,8.06
Mayiladuthurai,2022-10-14,16.5,25.2,71.9,10.27
Mayiladuthurai,2022-10-15,11.9,32.7,68.4,9.77
Mayiladuthurai,2022-10-16,12.5,40.9,60.1,8.59
Mayiladuthurai,2022-10-17,10.4,34.8,64.6,9.23
Mayiladuthurai,2022-10-18,6.5,29.4,66.5,9.5
Mayiladuthurai,2022-10-19,1.8,18.7,63.9,9.13
Mayiladuthurai,2022-10-20,7.9,16.2,67.5,9.64
Mayiladuthurai,2022-10-21,9.0,18.7,60.0,8.57
Mayiladuthurai,2022-10-22,2.8,19.7,50.9,7.27
Mayiladuthurai,2022-10-23,0.0,11.8,38.4,5.49
Mayiladuthurai,2022-10-24,0.1,2.9,28.1,4.01
Mayiladuthurai,2022-10-25,0.4,0.5,22.0,3.14
Mayiladuthurai,2022-10-26,0.2,0.7,20.4,2.91
Mayiladuthurai,2022-10-27,0.1,0.7,12.6,1.8
Mayiladuthurai,2022-10-28,1.4,1.7,5.0,0.71
Mayiladuthurai,2022-10-29,13.7,15.2,15.9,2.27
Mayiladuthurai,2022-10-30,1.3,16.4,17.2,2.46
Mayiladuthurai,2022-10-31,13.4,28.4,30.5,4.36
Mayiladuthurai,2022-11-01,52.1,66.8,82.2,11.74
Mayiladuthurai,2022-11-02,20.8,86.3,102.8,14.69
Mayiladuthurai,2022-11-03,51.5,124.4,154.2,22.03
Mayiladuthurai,2022-11-04,27.3,99.6,180.1,25.73
Mayiladuthurai,2022-11-05,3.7,82.5,170.1,24.3
Mayiladuthurai,2022-11-06,13.4,44.4,182.2,26.03
Mayiladuthurai,2022-11-07,1.7,18.8,170.5,24.36
Mayiladuthurai,2022-11-08,3.5,18.6,121.9,17.41
Mayiladuthurai,2022-11-09,1.6,6.8,102.7,14.67
Mayiladuthurai,2022-11-10,3.7,8.8,54.9,7.84
Mayiladuthurai,2022-11-11,74.6,79.9,102.2,14.6
Mayiladuthurai,2022-11-12,4.9,83.2,103.4,14.77
Mayiladuthurai,2022-11-13,5.3,84.8,95.3,13.61
Mayiladuthurai,2022-11-14,1.0,11.2,94.6,13.51
Mayiladuthurai,2022-11-15,9.0,15.3,100.1,14.3
Mayiladuthurai,2022-11-16,0.8,10.8,99.3,14.19
Mayiladuthurai,2022-11-17,0.0,9.8,95.6,13.66
Mayiladuthurai,2022-11-18,0.0,0.8,21.0,3.0
Mayiladuthurai,2022-11-19,0.0,0.0,16.1,2.3
Mayiladuthurai,2022-11-20,0.1,0.1,10.9,1.56
Mayiladuthurai,2022-11-21,0.0,0.1,9.9,1.41
Mayiladuthurai,2022-11-22,0.2,0.3,1.1,0.16
Mayiladuthurai,2022-11-23,1.0,1.2,1.3,0.19
Mayiladuthurai,2022-11-24,1.0,2.2,2.3,0.33
Mayiladuthurai,2022-11-25,0.6,2.6,2.9,0.41
Mayiladuthurai,2022-11-26,4.1,5.7,7.0,1.0
Mayiladuthurai,2022-11-27,2.5,7.2,9.4,1.34
Mayiladuthurai,2022-11-28,2.1,8.7,11.5,1.64
Mayiladuthurai,2022-11-29,0.7,5.3,12.0,1.71
Mayiladuthurai,2022-11-30,0.4,3.2,11.4,1.63
Mayiladuthurai,2022-12-01,2.0,3.1,12.4,1.77
Mayiladuthurai,2022-12-02,1.5,3.9,13.3,1.9
Mayiladuthurai,2022-12-03,2.0,5.5,11.2,1.6
Mayiladuthurai,2022-12-04,23.4,26.9,32.1,4.59
Mayiladuthurai,2022-12-05,0.5,25.9,30.5,4.36
Mayiladuthurai,2022-12-06,0.3,24.2,30.1,4.3
Mayiladuthurai,2022-12-07,0.0,0.8,29.7,4.24
Mayiladuthurai,2022-12-08,38.1,38.4,65.8,9.4
Mayiladuthurai,2022-12-09,26.8,64.9,91.1,13.01
Mayiladuthurai,2022-12-10,0.5,65.4,89.6,12.8
Mayiladuthurai,2022-12-11,7.7,35.0,73.9,10.56
Mayiladuthurai,2022-12-12,24.6,32.8,98.0,14.0
Mayiladuthurai,2022-12-13,6.7,39.0,104.4,14.91
Mayiladuthurai,2022-12-14,0.3,31.6,104.7,14.96
Mayiladuthurai,2022-12-15,0.1,7.1,66.7,9.53
Mayiladuthurai,2022-12-16,0.0,0.4,39.9,5.7
Mayiladuthurai,2022-12-17,0.1,0.2,39.5,5.64
Mayiladuthurai,2022-12-18,1.1,1.2,32.9,4.7
Mayiladuthurai,2022-12-19,1.1,2.3,9.4,1.34
Mayiladuthurai,2022-12-20,1.5,3.7,4.2,0.6
Mayiladuthurai,2022-12-21,2.9,5.5,6.8,0.97
Mayiladuthurai,2022-12-22,0.2,4.6,6.9,0.99
Mayiladuthurai,2022-12-23,0.6,3.7,7.5,1.07
Mayiladuthurai,2022-12-24,1.9,2.7,9.3,1.33
Mayiladuthurai,2022-12-25,9.7,12.2,17.9,2.56
Mayiladuthurai,2022-12-26,6.5,18.1,23.3,3.33
Mayiladuthurai,2022-12-27,4.7,20.9,26.5,3.79
Mayiladuthurai,2022-12-28,0.2,11.4,23.8,3.4
Mayiladuthurai,2022-12-29,0.3,5.2,23.9,3.41
Mayiladuthurai,2022-12-30,0.5,1.0,23.8,3.4
Mayiladuthurai,2022-12-31,0.2,1.0,22.1,3.16
Mayiladuthurai,2023-01-01,0.0,0.7,12.4,1.77
Mayiladuthurai,2023-01-02,0.3,0.5,6.2,0.89
Mayiladuthurai,2023-01-03,0.5,0.8,2.0,0.29
Mayiladuthurai,2023-01-04,0.1,0.9,1.9,0.27
Mayiladuthurai,2023-01-05,0.7,1.3,2.3,0.33
Mayiladuthurai,2023-01-06,0.6,1.4,2.4,0.34
Mayiladuthurai,2023-01-07,0.2,1.5,2.4,0.34
Mayiladuthurai,2023-01-08,2.4,3.2,4.8,0.69
Mayiladuthurai,2023-01-09,0.0,2.6,4.5,0.64
Mayiladuthurai,2023-01-10,0.0,2.4,4.0,0.57
Mayiladuthurai,2023-01-11,0.0,0.0,3.9,0.56
Mayiladuthurai,2023-01-12,0.0,0.0,3.2,0.46
Mayiladuthurai,2023-01-13,0.0,0.0,2.6,0.37
Mayiladuthurai,2023-01-14,0.0,0.0,2.4,0.34
Mayiladuthurai,2023-01-15,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-01-16,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-01-17,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-01-18,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-01-19,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-01-20,0.4,0.4,0.4,0.06
Mayiladuthurai,2023-01-21,0.4,0.8,0.8,0.11
Mayiladuthurai,2023-01-22,0.3,1.1,1.1,0.16
Mayiladuthurai,2023-01-23,3.4,4.1,4.5,0.64
Mayiladuthurai,2023-01-24,0.1,3.8,4.6,0.66
Mayiladuthurai,2023-01-25,0.3,3.8,4.9,0.7
Mayiladuthurai,2023-01-26,0.1,0.5,5.0,0.71
Mayiladuthurai,2023-01-27,0.1,0.5,4.7,0.67
Mayiladuthurai,2023-01-28,0.1,0.3,4.4,0.63
Mayiladuthurai,2023-01-29,1.8,2.0,5.9,0.84
Mayiladuthurai,2023-01-30,1.7,3.6,4.2,0.6
Mayiladuthurai,2023-01-31,1.1,4.6,5.2,0.74
Mayiladuthurai,2023-02-01,11.8,14.6,16.7,2.39
Mayiladuthurai,2023-02-02,20.2,33.1,36.8,5.26
Mayiladuthurai,2023-02-03,30.8,62.8,67.5,9.64
Mayiladuthurai,2023-02-04,2.0,53.0,69.4,9.91
Mayiladuthurai,2023-02-05,0.0,32.8,67.6,9.66
Mayiladuthurai,2023-02-06,0.0,2.0,65.9,9.41
Mayiladuthurai,2023-02-07,0.0,0.0,64.8,9.26
Mayiladuthurai,2023-02-08,0.0,0.0,53.0,7.57
Mayiladuthurai,2023-02-09,0.0,0.0,32.8,4.69
Mayiladuthurai,2023-02-10,0.0,0.0,2.0,0.29
Mayiladuthurai,2023-02-11,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-12,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-13,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-14,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-15,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-16,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-17,0.1,0.1,0.1,0.01
Mayiladuthurai,2023-02-18,0.0,0.1,0.1,0.01
Mayiladuthurai,2023-02-19,0.2,0.3,0.3,0.04
Mayiladuthurai,2023-02-20,0.0,0.2,0.3,0.04
Mayiladuthurai,2023-02-21,0.0,0.2,0.3,0.04
Mayiladuthurai,2023-02-22,0.0,0.0,0.3,0.04
Mayiladuthurai,2023-02-23,0.0,0.0,0.3,0.04
Mayiladuthurai,2023-02-24,0.0,0.0,0.2,0.03
Mayiladuthurai,2023-02-25,0.0,0.0,0.2,0.03
Mayiladuthurai,2023-02-26,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-27,0.0,0.0,0.0,0.0
Mayiladuthurai,2023-02-28,1.6,1.6,1.6,0.23
Mayiladuthurai,2023-03-01,0.5,2.1,2.1,0.3
Mayiladuthurai,2023-03-02,0.0,2.1,2.1,0.3
Mayiladuthurai,2023-03-03,0.0,0.5,2.1,0.3
Mayiladuthurai,2023-03-04,0.0,0.0,2.1,0.3
Mayiladuthurai,2023-03-05,0.0,0.0,2.1,0.3
Mayiladuthurai,2023-03-06,0.0,0.0,2.1,0.3
Mayiladuthurai,2023-03-07,0.0,0.0,0.5,0.07
Mayiladuthurai,2023-03-08,1.1,1.1,1.1,0.16
Mayiladuthurai,2023-03-09,0.4,1.5,1.5,0.21
Mayiladuthurai,2023-03-10,0.1,1.6,1.6,0.23
Mayiladuthurai,2023-03-11,2.2,2.7,3.8,0.54
Mayiladuthurai,2023-03-12,0.7,3.0,4.5,0.64
Mayiladuthurai,2023-03-13,0.1,3.0,4.6,0.66
Mayiladuthurai,2023-03-14,0.0,0.8,4.6,0.66
Mayiladuthurai,2023-03-15,0.4,0.5,3.9,0.56
Mayiladuthurai,2023-03-16,1.0,1.4,4.5,0.64
Mayiladuthurai,2023-03-17,0.8,2.2,5.2,0.74
Mayiladuthurai,2023-03-18,6.2,8.0,9.2,1.31
Mayiladuthurai,2023-03-19,2.7,9.7,11.2,1.6
Mayiladuthurai,2023-03-20,6.8,15.7,17.9,2.56
Mayiladuthurai,2023-03-21,9.9,19.4,27.8,3.97
Mayiladuthurai,2023-03-22,8.5,25.2,35.9,5.13
Mayiladuthurai,2023-03-23,3.8,22.2,38.7,5.53
Mayiladuthurai,2023-03-24,2.7,15.0,40.6,5.8
Mayiladuthurai,2023-03-25,1.4,7.9,35.8,5.11
Mayiladuthurai,2023-03-26,3.0,7.1,36.1,5.16
Mayiladuthurai,2023-03-27,0.4,4.8,29.7,4.24
Mayiladuthurai,2023-03-28,5.0,8.4,24.8,3.54
Mayiladuthurai,2023-03-29,0.7,6.1,17.0,2.43
Mayiladuthurai,2023-03-30,0.0,5.7,13.2,1.89
Mayiladuthurai,2023-03-31,0.4,1.1,10.9,1.56
Mayiladuthurai,2023-04-01,0.3,0.7,9.8,1.4
Mayiladuthurai,2023-04-02,4.1,4.8,10.9,1.56
Mayiladuthurai,2023-04-03,3.4,7.8,13.9,1.99
Mayiladuthurai,2023-04-04,1.2,8.7,10.1,1.44
Mayiladuthurai,2023-04-05,0.2,4.8,9.6,1.37
Mayiladuthurai,2023-04-06,0.0,1.4,9.6,1.37
Mayiladuthurai,2023-04-07,0.4,0.6,9.6,1.37
Mayiladuthurai,2023-04-08,0.3,0.7,9.6,1.37
Mayiladuthurai,2023-04-09,0.4,1.1,5.9,0.84
Mayiladuthurai,2023-04-10,0.2,0.9,2.7,0.39
Mayiladuthurai,2023-04-11,0.0,0.6,1.5,0.21
Mayiladuthurai,2023-04-12,0.0,0.2,1.3,0.19
Mayiladuthurai,2023-04-13,0.0,0.0,1.3,0.19
Mayiladuthurai,2023-04-14,0.0,0.0,0.9,0.13
Mayiladuthurai,2023-04-15,0.0,0.0,0.6,0.09
Mayiladuthurai,2023-04-16,0.1,0.1,0.3,0.04
Mayiladuthurai,2023-04-17,0.0,0.1,0.1,0.01
Mayiladuthurai,2023-04-18,0.0,0.1,0.1,0.01
